Company Name,Ticker,Optionable,Market Cap ,Avg Volume,Sector,Industry,Last Close,Beta,52 Week High,52 Week Low
Seacoast Banking Corporation of Florida,SBCF,YES,1302.82,234733.5,Finance,Banks - Southeast,27.73,0.65,28.38,20.79
"Sinclair Broadcast Group, Inc.",SBGI,YES,2955.81,1270679.38,Consumer Discretionary,Broadcast Radio and Television,29.05,1.64,40.35,27.2
"Sally Beauty Holdings, Inc.",SBH,YES,2052.94,1290330.75,Retail-Wholesale,Retail - Miscellaneous,16.41,0.34,21.14,15.14
Star Bulk Carriers Corp.,SBLK,YES,816.03,294171.34,Transportation,Transportation - Shipping,12.72,2.26,13.07,7.68
Signature Bank,SBNY,YES,7064.25,466395.25,Finance,Banks - Northeast,128.49,1.1,159.83,118.92
"Sabra Healthcare REIT, Inc.",SBRA,YES,3062.44,1518912.25,Finance,REIT and Equity Trust - Other,17.18,0.65,28.87,15.96
Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,SBS,YES,6848.77,1712304.38,Utilities,Utility - Water Supply,10.02,1.79,11.78,8.39
"Southside Bancshares, Inc.",SBSI,YES,1243.67,123816.3,Finance,Banks - Southwest,35.48,0.75,37.1,31.57
Starbucks Corporation,SBUX,YES,81749.7,7847256,Retail-Wholesale,Retail - Restaurants,58.16,0.64,64.57,52.7
Santander Consumer USA Holdings Inc.,SC,YES,5665.15,1810392.75,Finance,Financial - Consumer Loans,15.71,1.11,18.85,11.17
Southern Copper Corporation,SCCO,YES,42802.56,914625.31,Basic Materials,Mining - Non Ferrous,55.37,0.47,57.34,33.01
SCANA Corporation,SCG,YES,5202.02,1631575.75,Utilities,Utility - Electric Power,36.47,0.21,71.22,35.6
Scholastic Corporation,SCHL,YES,1442.85,132219.09,Consumer Staples,Publishing - Books,41.54,0.76,45.61,35.59
"Schnitzer Steel Industries, Inc.",SCHN,YES,857.91,342467.81,Basic Materials,Steel - Producers,31.65,1.41,38.7,18.35
The Charles Schwab Corporation,SCHW,YES,74554.2,7115338.5,Finance,Financial - Investment Bank,55.37,1.55,57.76,38.11
Service Corporation International,SCI,YES,7141.34,943084.38,Consumer Staples,Funeral Services,38.6,0.94,40.13,31.33
Stepan Company,SCL,YES,2009.39,71699.45,Basic Materials,Chemical - Diversified ,89.25,1.1,91.52,69.52
Stellus Capital Investment Corporation,SCM,YES,201.4,87763.9,Finance,Financial - SBIC & Commercial Industry,12.63,0.52,14.5,11.34
Steelcase Inc.,SCS,YES,1615.99,437593.56,Business Services,Business - Office Products,13.85,1.24,17.65,12.5
"ScanSource, Inc.",SCSC,YES,915.46,136145,Industrial Products,Industrial Services,35.8,1.01,44.85,32.25
"Shoe Carnival, Inc.",SCVL,YES,392.36,327866.66,Retail-Wholesale,Retail - Apparel and Shoes,23.82,0.81,28.3,15.42
SecureWorks Corp.,SCWX,YES,869.24,155850.66,Computer and Technology,Computers - IT Services,10.63,1.9,12.7,7.99
"SCYNEXIS, Inc.",SCYX,YES,59.01,304620.81,Medical,Medical - Drugs,1.26,0.26,2.83,1.25
"SandRidge Energy, Inc.",SD,YES,529.28,311639.56,Oils-Energy,Oil and Gas - Integrated - United States,14.85,0.85,21.66,13.34
Seadrill Partners LLC,SDLP,YES,251.43,309678,Oils-Energy,Oil and Gas - Drilling,3.34,2,4.12,2.62
SandRidge Mississippian Trust II,SDR,YES,53.21,92753.95,Oils-Energy,Oil and Gas - Exploration and Production - United States,1.07,1.03,1.56,0.78
Seadrill Limited,SDRL,YES,136.2,7584139,Oils-Energy,Oil and Gas - Drilling,0.27,2.9,0.72,0.18
SandRidge Mississippian Trust I,SDT,YES,24.64,95686.3,Oils-Energy,Oil and Gas - Royalty Trust - United States,0.8801,0.8,1.67,0.76
SPDR S&P Dividend ETF,SDY,YES,15353.78,533736.13,Finance,Financial - Investment Funds,91.31,0.89,98.28,86.77
"SeaChange International, Inc.",SEAC,YES,111.12,196332.55,Computer and Technology,Communication - Components,3.12,0.63,3.99,2.36
"SeaWorld Entertainment, Inc.",SEAS,YES,1360.47,1333821.88,Consumer Discretionary,Leisure and Recreation Services,15.06,0.79,19.08,10.61
Sealed Air Corporation,SEE,YES,7382.91,1356200.75,Industrial Products,Containers - Paper and Packaging,44.11,1.13,49.66,41.12
Origin Agritech Limited,SEED,YES,16.33,561381.75,Consumer Staples,Agriculture - Operations,0.6998,0.55,1.86,0.65
SEI Investments Company,SEIC,YES,11071.85,637201.44,Finance,Financial - Investment Management,70.08,1.25,77.7,49.64
Select Medical Holdings Corporation,SEM,YES,2400.46,420159.25,Medical,Medical - HMOs,17.9,1.29,19.45,13.4
Semgroup Corporation,SEMG,YES,1915.69,869532.69,Oils-Energy,Oil and Gas - Production and Pipelines,24.35,1.89,34.4,20.45
"Senseonics Holdings, Inc.",SENS,YES,446.03,1421826.75,Medical,Medical Info Systems,3.25,0.24,3.77,1.35
"Spectra Energy Partners, LP",SEP,YES,17140.68,533448.81,Oils-Energy,Oil and Gas - Production Pipeline - MLB,35.35,0.78,46.01,32.33
"ServiceMaster Global Holdings, Inc.",SERV,YES,6895.93,620522.56,Business Services,Building Products - Maintenance Service,50.98,0.95,55.12,36.45
Stifel Financial Corporation,SF,YES,4187.47,363448.19,Finance,Financial - Investment Bank,58.28,1.72,67.97,42.63
"ServisFirst Bancshares, Inc.",SFBS,YES,2309.24,145806.3,Finance,Financial - Savings and Loan,43.45,1.3,44.29,32.89
"Safeguard Scientifics, Inc.",SFE,YES,251.93,77201.1,Finance,Financial - SBIC & Commercial Industry,12.25,1.27,14.2,10.75
Ship Finance International Limited,SFL,YES,1451.33,926335.38,Transportation,Transportation - Shipping,14.1,1.33,15.9,12.45
"Shutterfly, Inc.",SFLY,YES,2725.73,727428.13,Computer and Technology,Internet - Content,82.33,0.88,85.74,40.26
"Sprouts Farmers Market, Inc.",SFM,YES,3211.18,1119332.25,Retail-Wholesale,Food - Natural Foods Products,24.14,0.89,28.02,17.93
Simmons First National Corporation,SFNC,YES,2670.68,271112.94,Finance,Banks - Southeast,28.95,1.15,30.75,25.04
Smart,SFS,YES,369.8,558079.25,Consumer Staples,Food - Miscellaneous,5.05,1.17,13.83,5.05
SouFun Holdings Limited,SFUN,YES,2010.86,1666948.38,Business Services,Business - Services,4.54,1.28,5.58,3.01
"Seattle Genetics, Inc.",SGEN,YES,7876.36,771289.88,Medical,Medical - Biomedical and Genetics,49.8,1.84,68.3,45.92
"Sangamo Therapeutics, Inc.",SGMO,YES,1567.05,2394739.5,Medical,Medical - Biomedical and Genetics,18.15,2.8,26.35,4.05
Scientific Games Corp,SGMS,YES,4554.01,861550.63,Computer and Technology,Computer - Services,50.2,2.55,55.88,21.8
"Surgery Partners, Inc.",SGRY,YES,819.7,307357.09,Medical,Medical Services,16.75,1.82,23.65,7.65
"Star Gas Partners, L.P.",SGU,YES,548.25,139311.55,Computer and Technology,Electronics - Miscellaneous Products,9.81,0.22,11.35,9
Stone Energy Corporation,SGY,YES,738.17,157063.3,Oils-Energy,Oil and Gas - Exploration and Production - United States,36.91,1.47,39.53,17.44
"Synergy Pharmaceuticals, Inc.",SGYP,YES,429.31,3157175.5,Medical,Medical - Drugs,1.74,1.17,4.74,1.74
"Shake Shack, Inc.",SHAK,YES,1573.77,446611.06,Retail-Wholesale,Retail - Restaurants,42.79,1.29,47.08,30.6
Shenandoah Telecommunications Co,SHEN,YES,1911.74,140322.34,Utilities,Diversified Communication Services,38.6,0.67,40.2,28.25
Sears Holdings Corporation,SHLD,YES,349.78,1679190.75,Retail-Wholesale,Retail - Discount Stores,3.24,0.74,13.39,2.07
"A. Schulman, Inc.",SHLM,YES,1276.97,295967.31,Basic Materials,Chemical - Plastic,43.25,1.33,43.85,25.15
"Shiloh Industries, Inc.",SHLO,YES,207.76,66291.95,Basic Materials,Steel - Producers,8.9,1.7,14.23,6.97
"Shell Midstream Partners, L.P.",SHLX,YES,4867.89,914005,Oils-Energy,Oil and Gas - Production Pipeline - MLB,21.75,1.23,33.25,20.28
"Sunstone Hotel Investors, Inc.",SHO,YES,3524.03,2475209.5,Finance,REIT and Equity Trust - Other,15.64,1.06,17.44,14.33
"Steven Madden, Ltd.",SHOO,YES,2712.91,482005.69,Consumer Discretionary,Shoes and Retail Apparel ,46.4,0.47,49.1,36.9
Shopify Inc.,SHOP,YES,12275.88,1989540.38,Computer and Technology,Internet - Services,122.91,1.29,153.11,73.09
"Sears Hometown and Outlet Stores, Inc.",SHOS,YES,42,223891.91,Retail-Wholesale,Retail - Major Department Store,1.85,0.99,3.55,1.48
Shire plc,SHPG,YES,48657.11,1913668.75,Medical,Medical - Drugs,160.08,1.31,190,125.03
The Sherwin-Williams Company,SHW,YES,36442.33,602671.75,Construction,Paints and Related Products,387.71,1.17,432.84,324.6
National Steel Company,SID,YES,3569.26,2697010.5,Basic Materials,Steel - Producers,2.63,2.73,3.54,1.77
Sify Technologies Limited,SIFY,YES,88.53,97522.25,Computer and Technology,Internet - Services,2.27,1.74,2.81,0.71
Signet Jewelers Limited,SIG,YES,2388.57,2120463.25,Retail-Wholesale,Retail - Jewelry,39.47,0.84,76.58,35.46
"Selective Insurance Group, Inc.",SIGI,YES,3609.87,154802.66,Finance,Insurance - Property and Casualty,61.45,1.25,61.7,46.7
"Sigma Designs, Inc.",SIGM,YES,246.87,337895.5,Computer and Technology,Semiconductors - Graphics,6.25,0.71,7,5.5
Silicon Motion Technology Corporation,SIMO,YES,1678.08,298701.09,Computer and Technology,Electronics - Semiconductors,47.5,0.6,56.49,41.11
Sina Corporation,SINA,YES,6818.21,966284.88,Computer and Technology,Internet - Content,95.34,1.14,122.92,72.11
Select Income REIT,SIR,YES,1688.61,380523.84,Finance,REIT and Equity Trust - Residential,18.87,0.79,26.37,18.17
Sirius XM Holdings Inc.,SIRI,YES,28433.5,14246997,Consumer Discretionary,Broadcast Radio and Television,6.33,1.11,6.6,4.73
"SiteOne Landscape Supply, Inc.",SITE,YES,2965.46,243606.25,Industrial Products,Industrial Services,74.09,1.32,79.36,47.5
SVB Financial Group,SIVB,YES,13446.16,524922.38,Finance,Banks - West,254.23,1.44,270.72,160.72
Six Flags Entertainment Corporation New,SIX,YES,5142.42,801653.63,Consumer Discretionary,Leisure and Recreation Services,60.82,1.13,69.55,51.9
"South Jersey Industries, Inc.",SJI,YES,2420.27,1185616.25,Utilities,Utility - Gas Distribution,30.39,0.59,38.12,26.11
The J. M. Smucker Company,SJM,YES,13015.05,1020833.19,Consumer Staples,Food - Miscellaneous,114.57,0.62,131.53,99.99
Shaw Communications Inc.,SJR,YES,10083.79,853619.5,Consumer Discretionary,Cable Television,21,0.93,23.34,18.6
SJW Corporation,SJW,YES,1167.88,103060.75,Utilities,Utility - Water Supply,56.81,0.25,68.13,45.74
"Peak Resorts, Inc.",SKIS,YES,68.31,6575.55,Consumer Discretionary,Hotels and Motels,4.8858,1.16,6,4.05
"SK Telecom Co., Ltd.",SKM,YES,14712.87,513180.94,Computer and Technology,Wireless Non-US ,23.15,0.47,28.82,23.1
"Tanger Factory Outlet Centers, Inc.",SKT,YES,2022.16,1254691,Finance,REIT and Equity Trust - Retail,21.39,0.52,32.83,21.39
"Skechers U.S.A., Inc.",SKX,YES,4665.46,4400644.5,Consumer Discretionary,Shoes and Retail Apparel ,29.12,0.31,42.45,22.99
"SkyWest, Inc.",SKYW,YES,2952.54,204086.41,Transportation,Transportation - Airline,56.6,1.68,60.3,32.05
"Silicon Laboratories, Inc.",SLAB,YES,3786.08,221590.09,Computer and Technology,Semiconductor - Analog and Mixed,87.7,1.42,100.65,66.9
Schlumberger Limited,SLB,YES,95366.84,7133787,Oils-Energy,Oil and Gas - Field Services,68.91,1.05,79.79,61.31
"U.S. Silica Holdings, Inc.",SLCA,YES,2221.29,1793846.38,Basic Materials,Mining - Miscellaneous,27.58,2.3,43.06,24.14
Sun Life Financial Inc.,SLF,YES,24683.08,580824.56,Finance,Insurance - Life Insurance,40.59,0.91,44.15,32.61
SL Green Realty Corporation,SLG,YES,8691.27,744626.44,Finance,REIT and Equity Trust - Other,96.22,1.06,108.33,90.61
Silgan Holdings Inc.,SLGN,YES,3016.83,381323.56,Industrial Products,Containers - Metal and Glass,27.33,0.48,32.47,27.09
SLM Corporation,SLM,YES,5063.86,3687874.75,Finance,Financial - Consumer Loans,11.68,1.27,12.85,9.84
Solar Capital Ltd.,SLRC,YES,861.28,85040.1,Finance,Financial - SBIC & Commercial Industry,20.38,0.54,22.91,19.97
"Galena Biopharma, Inc.",SLS,YES,32.47,1593852,Medical,Medical - Biomedical and Genetics,4.94,1.87,18.95,3.45
SM Energy Company,SM,YES,2497.32,3889695.25,Oils-Energy,Oil and Gas - Exploration and Production - United States,22.36,2.98,26.89,12.79
"Super Micro Computer, Inc.",SMCI,YES,847.26,340157.66,Computer and Technology,Computer- Storage Devices,17.4,0.17,27.5,16.35
Sharps Compliance Corp,SMED,YES,69.64,10850.15,Industrial Products,Pollution Control,4.33,0.62,5.67,3.75
Sumitomo Mitsui Financial Group Inc,SMFG,YES,60380.15,977406.13,Finance,Banks - Foreign,8.54,1.29,9.6,7.16
Scotts Miracle-Gro Company (The),SMG,YES,4783.93,621785.06,Basic Materials,Fertilizers,84.04,0.27,109.47,82.15
"Summit Midstream Partners, LP",SMLP,YES,1144.73,306538.5,Oils-Energy,Oil and Gas - Production Pipeline - MLB,15.35,1.77,24.65,13.1
"Standard Motor Products, Inc.",SMP,YES,1071.83,108357.35,Auto-Tires-Trucks,Automotive - Replacement Parts,46.19,1.68,53.37,40.61
"Smith Micro Software, Inc.",SMSI,YES,34.47,136352.8,Computer and Technology,Computer - Software,1.89,0.46,3.19,0.83
Semtech Corporation,SMTC,YES,2803.86,777168.13,Computer and Technology,Semiconductor - Analog and Mixed,42.15,1.18,44.1,32.1
SMTC Corporation,SMTX,YES,42.22,32189.8,Computer and Technology,Electronics - Miscellaneous Components,2.47,0.81,2.5,1.12
Sanchez Energy Corporation,SN,YES,268.09,2684404.25,Oils-Energy,Oil and Gas - Exploration and Production - United States,3.16,1.75,8.32,2.83
Snap-On Incorporated,SNA,YES,8341.57,783869.5,Consumer Discretionary,Tools - Handheld,147.39,1.16,183.76,141.51
Select Comfort Corporation,SNBR,YES,1105.7,907795.38,Consumer Discretionary,Furniture,29.57,0.82,40.19,28.49
"Synchronoss Technologies, Inc.",SNCR,YES,557.35,425184.91,Computer and Technology,Internet - Software,11.73,0.94,24.64,6.78
SMART SAND INC,SND,YES,264.92,747374.63,Oils-Energy,Oil and Gas - Field Services,6.47,3.49,13.34,4.94
"Syndax Pharmaceuticals, Inc.",SNDX,YES,257.6,277418.59,Medical,Medical - Biomedical and Genetics,10.43,1.13,14.82,7.71
Sony Corporation,SNE,YES,62432.35,1239424.25,Consumer Discretionary,Audio Video Production,49.41,1.38,51.99,33.58
Senior Housing Properties Trust,SNH,YES,3562.01,1078684.38,Finance,REIT and Equity Trust - Other,14.99,0.41,22.01,14.9
Sun Hydraulics Corporation,SNHY,YES,1688.97,110724.85,Industrial Products,Manufacturing - General Industrial ,53.47,1.66,70.26,35.75
"Senomyx, Inc.",SNMX,YES,56.52,106440.65,Consumer Staples,Food - Miscellaneous,1.17,1.44,1.64,0.57
"Smith & Nephew SNATS, Inc.",SNN,YES,17249.4,814557.63,Medical,Medical - Products,39.44,0.62,39.44,32.04
China Petroleum & Chemical Corporation,SNP,YES,116276.78,184496.05,Oils-Energy,Oil and Gas - Integrated - Emerging Markets,96.04,1.29,97.53,69.82
"Synopsys, Inc.",SNPS,YES,12284.69,937282.5,Computer and Technology,Computer - Software,82.6,1.09,93.38,70.93
New Senior Investment Group Inc.,SNR,YES,667.05,595769.06,Finance,REIT and Equity Trust - Residential,8.12,0.62,10.78,6.92
"Sunesis Pharmaceuticals, Inc.",SNSS,YES,98.64,145545.84,Medical,Medical - Biomedical and Genetics,2.87,1.81,7.36,1.85
Synovus Financial Corp.,SNV,YES,6076.48,799107.25,Finance,Banks - Southeast,51.2,1.05,52.88,40.52
Synnex Corporation,SNX,YES,4158.55,358238.34,Computer and Technology,Business - Software Services,103.69,0.97,140.7,95.31
Sanofi,SNY,YES,100198.11,1099882,Medical,Large Cap Pharmaceuticals,39.95,0.85,50.61,38.98
Southern Company (The),SO,YES,45609.11,4474701,Utilities,Utility - Electric Power,45.24,0.02,53.25,42.92
SodaStream International Ltd.,SODA,YES,2186.68,194291.91,Consumer Discretionary,Consumer Products - Discretionary,96.67,1.05,96.67,51.1
Sohu.com Inc.,SOHU,YES,1203.59,449003.19,Computer and Technology,Internet - Services,30.94,1.21,70.06,29.71
Renesola Ltd.,SOL,YES,100.59,30099.05,Oils-Energy,Solar,2.64,2.18,3.66,2.2
Sonoco Products Company,SON,YES,5156.43,593029.56,Industrial Products,Containers - Paper and Packaging,51.83,1.12,55.45,46.6
Sonic Corp.,SONC,YES,976.06,884262.31,Retail-Wholesale,Retail - Restaurants,26.27,1.47,29.78,22.27
"SORL Auto Parts, Inc.",SORL,YES,81.27,251156.3,Auto-Tires-Trucks,Automotive - Original Equipment,4.21,1.56,9.27,3.73
SP Plus Corporation,SP,YES,827.38,76021.65,Consumer Discretionary,Conusmer Services - Miscellaneous,36.55,1.11,41.5,28.3
Sparton Corporation,SPA,YES,186.76,67006.3,Computer and Technology,Electronics - Miscellaneous Components,18.99,1.4,23.38,16.64
"Spartan Motors, Inc.",SPAR,YES,589.51,221300.41,Auto-Tires-Trucks,Automotive - Original Equipment,16.8,0.69,17.8,7.95
"Spectrum Brands Holdings, Inc.",SPB,YES,5502.1,622185.56,Consumer Staples,Consumer Products - Staples,95.06,0.78,145.07,90.12
"Simon Property Group, Inc.",SPG,YES,47057.36,1604137.88,Finance,REIT and Equity Trust - Retail,146.9,0.57,172.42,146.9
S&P Global Inc.,SPGI,YES,48761.5,1149658.75,Business Services,Business - Information Services,192.05,1.36,195.96,131.52
"Suburban Propane Partners, L.P.",SPH,YES,1408.98,149332.25,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,22.95,0.64,26.89,21.92
"Sophiris Bio, Inc.",SPHS,YES,65.04,93994.15,Medical,Medical - Biomedical and Genetics,2.16,1.34,2.65,1.82
Splunk Inc.,SPLK,YES,15127.86,1629233.75,Computer and Technology,Internet - Software,105.03,1.85,110.01,56.09
"Superior Energy Services, Inc.",SPN,YES,1553.16,2774237.5,Oils-Energy,Oil and Gas - Mechanical and and Equitment,10.07,2.1,13.47,7.89
SeaSpine Holdings Corporation,SPNE,YES,172.71,52762.65,Medical,Medical - Instruments,11.88,0.33,13.41,7.54
Sapiens International Corporation N.V.,SPNS,YES,461.45,23713.3,Computer and Technology,Computer - Software,9.27,1.21,14.1,8.14
"Spok Holdings, Inc.",SPOK,YES,303.28,109881.85,Computer and Technology,Wireless National,15.15,0.54,19.95,13.9
"Spectrum Pharmaceuticals, Inc.",SPPI,YES,1875.57,2174337,Medical,Medical - Drugs,18.26,1.98,23.07,5.6
"Spirit Aerosystems Holdings, Inc.",SPR,YES,9225.52,1001080.81,Aerospace,Aerospace - Defense Equipment,80.58,1.48,102.93,52.96
"support.com, Inc.",SPRT,YES,51.01,16910.2,Computer and Technology,Internet - Software,2.7235,0.71,2.94,2.08
"SPS Commerce, Inc.",SPSC,YES,1120.87,112558.2,Business Services,Business - Services,65.51,0.79,66.11,45.48
SpartanNash Company,SPTN,YES,648.96,179876.09,Retail-Wholesale,Food - Natural Foods Products,17.96,1.1,37.8,16.55
SunPower Corporation,SPWR,YES,1260.58,2277925.5,Oils-Energy,Solar,8.95,2.58,11.39,6.65
SPX Corporation,SPXC,YES,1398.57,254012.75,Auto-Tires-Trucks,Automotive - Replacement Parts,32.69,1.54,33.4,23.6
SPDR S&P 500 ETF,SPY,YES,256181.78,98870128,Finance,Financial - Investment Funds,266.57,1,286.58,234.59
"Square, Inc.",SQ,YES,19956.52,10695686,Computer and Technology,Internet - Software,50.35,4.21,57.69,17.49
Sociedad Quimica y Minera S.A.,SQM,YES,14725.87,937520.69,Basic Materials,Fertilizers,55.95,1.05,63.9,32.52
Sequans Communications S.A.,SQNS,YES,133.64,113282.6,Computer and Technology,Electronics - Semiconductors,1.67,2.36,4.64,1.49
Spire Inc.,SR,YES,3393.76,219400.75,Utilities,Utility - Gas Distribution,70.2,0.06,82.25,61.3
"Spirit Realty Capital, Inc.",SRC,YES,3509.89,4993015,Finance,REIT and Equity Trust - Residential,7.82,0.46,10.44,6.71
1st Source Corporation,SRCE,YES,1389.12,51864.45,Finance,Banks - Midwest,53.52,1.08,53.78,44.69
Synergy Resources Corporation,SRCI,YES,2718.33,2706985,Oils-Energy,Oil and Gas - Exploration and Production - United States,11.24,1.55,11.24,6.29
"Stericycle, Inc.",SRCL,YES,5219.14,791357.38,Business Services,Waste Removal Services,60.99,0.39,87,57.11
"Surmodics, Inc.",SRDX,YES,495.53,49379.65,Medical,Medical - Products,37.55,0.51,39,22.5
Sempra Energy,SRE,YES,27906.93,1684702.63,Utilities,Utility - Gas Distribution,109.3,0.49,122.23,103.36
"ServiceSource International, Inc.",SREV,YES,347.35,338946.81,Computer and Technology,Computer - Software,3.84,1,4.08,2.64
Seritage Growth Properties,SRG,YES,1308.26,293991.41,Finance,REIT and Equity Trust - Other,35.46,1.06,48.98,34.5
"Stoneridge, Inc.",SRI,YES,796.65,307473.75,Computer and Technology,Electronics - Miscellaneous Components,28.27,1.08,29.29,14.33
Sprague Resources LP,SRLP,YES,525.48,20438.65,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,23.3,1.38,30.1,23.15
"Sorrento Therapeutics, Inc.",SRNE,YES,555.27,3646006.75,Medical,Medical - Biomedical and Genetics,6.1,2.43,9.95,1.52
"Sarepta Therapeutics, Inc.",SRPT,YES,5088.46,1122968.38,Medical,Medical - Biomedical and Genetics,78.31,1.29,82.81,29.12
"ProNAi Therapeutics, Inc.",SRRA,YES,132.08,456913.69,Medical,Medical - Drugs,1.85,2.38,3.85,1.12
"StarTek, Inc.",SRT,YES,154.65,101197.95,Business Services,Outsourcing,9.58,0.21,14.44,8.73
South State Corporation,SSB,YES,3242.6,109637.6,Finance,Banks - Southeast,88.15,1.01,93.8,78.7
Seven Stars Cloud Group Inc.,SSC,YES,181.8,885106.5,Computer and Technology,Internet - Software,2.64,1.66,5.92,1.38
"Simpson Manufacturing Company, Inc.",SSD,YES,2609.68,175811.59,Construction,Building Products - Miscellaneous,55.9,1.48,60.92,40.18
"Stage Stores, Inc.",SSI,YES,76.25,399299.44,Retail-Wholesale,Retail - Apparel and Shoes,2.76,0.89,3.03,1.51
Sasol Ltd.,SSL,YES,23060.83,202197.7,Oils-Energy,Oil and Gas - Integrated - International,35.4,0.9,38.21,27.14
"SS&C Technologies Holdings, Inc.",SSNC,YES,11953.23,2568043.5,Computer and Technology,Computer - Software,50.21,1.14,53.64,36.52
Samson Oil & Gas Limited,SSNYY,YES,4.76,53128.35,Oils-Energy,Oil and Gas - Integrated - International,0.29,2.7,0.59,0.12
E.W. Scripps Company (The),SSP,YES,922.74,395266.44,Consumer Discretionary,Broadcast Radio and Television,11.32,2,22.95,11.25
"Shutterstock, Inc.",SSTK,YES,1768.56,198941.95,Computer and Technology,Internet - Content,50.9,1.16,52.11,31.5
Seaspan Corporation,SSW,YES,962.95,1120882.63,Transportation,Transportation - Shipping,7.78,0.52,7.78,5.07
"Stratasys, Ltd.",SSYS,YES,1135.64,546008.69,Computer and Technology,Computer - Peripheral Equipment,21.17,1.34,30.66,18.23
Sensata Technologies Holding N.V.,ST,YES,9293.94,650154.88,Computer and Technology,Instruments - Control,54.22,1.51,57.01,39.24
STAAR Surgical Company,STAA,YES,692.5,102680.45,Medical,Medical - Dental Supplies,16.65,1.26,17.4,9.1
"Stag Industrial, Inc.",STAG,YES,2310.3,572804.31,Finance,REIT and Equity Trust - Other,23.76,1.09,28.82,22.58
iStar Financial Inc.,STAR,YES,674.05,409414.41,Finance,REIT and Equity Trust,9.98,0.95,12.58,9.91
"Extended Stay America, Inc.",STAY,YES,3808.82,1346281.63,Consumer Discretionary,Hotels and Motels,19.93,0.93,21.05,16.46
Student Transportation Inc,STB,YES,714.3,725667.13,Transportation,Transportation - Services,7.5,0.35,7.52,5.7
"S&T Bancorp, Inc.",STBA,YES,1495.58,123733.35,Finance,Banks - Northeast,42.73,0.83,43.05,33.37
State Bank Financial Corporation.,STBZ,YES,1253.81,94261.4,Finance,Banks - Southeast,32.1,0.93,32.1,25.22
Stewart Information Services Corporation,STC,YES,1008.92,309348.25,Finance,Insurance - Property and Casualty,42.54,0.88,47.71,35.18
"ModusLink Global Solutions, Inc",STCN,YES,121.01,46325.5,Computer and Technology,Computers - IT Services,2.01,0.61,2.62,1.49
STERIS plc,STE,YES,8181.9,306609.25,Medical,Medical - Instruments,96.43,1.12,96.96,70.44
State Auto Financial Corporation,STFC,YES,1295.42,45031.7,Finance,Insurance - Property and Casualty,30.23,0.84,30.23,23.36
"SunTrust Banks, Inc.",STI,YES,31488.5,3615786,Finance,Banks - Major Regional,67.24,1.33,72.85,52.3
"SunOpta, Inc.",STKL,YES,598.96,187311.25,Consumer Staples,Food - Miscellaneous,6.9,1.32,10.2,6.4
Sterling Bancorp,STL,YES,5035.13,1843983.63,Finance,Banks - Northeast,22.4,1.12,26.25,21.15
"Steel Dynamics, Inc.",STLD,YES,10800.46,2176530.25,Basic Materials,Steel - Producers,45.73,1.29,49.4,32.85
STMicroelectronics N.V.,STM,YES,18792.53,2746295.5,Computer and Technology,Semiconductor - General,20.96,0.8,25.06,14.31
"Stemline Therapeutics, Inc.",STML,YES,504.51,257817.16,Medical,Medical - Biomedical and Genetics,16.7,0.07,18.5,7.4
Stamps.com Inc.,STMP,YES,3849.71,300210.41,Retail-Wholesale,Internet - Commerce,219.2,0.07,229.85,103.35
Scorpio Tankers Inc.,STNG,YES,777.09,3579468.75,Transportation,Transportation - Shipping,2.38,1.39,4.57,1.88
Statoil ASA,STO,YES,85139.54,2330336.5,Oils-Energy,Oil and Gas - Integrated - International,25.62,0.94,26.18,16.29
StoneMor Partners L.P.,STON,YES,228.51,88374.6,Consumer Staples,Funeral Services,6.02,0.02,9.98,4.84
STORE Capital Corporation,STOR,YES,4780.79,1332680.75,Finance,REIT and Equity Trust - Retail,24.14,0.12,26.37,19.77
"Strayer Education, Inc.",STRA,YES,1197.6,65668.1,Consumer Discretionary,Schools,107.3,0.84,108.45,77.25
Sterling Construction Company Inc,STRL,YES,318.2,155249,Construction,Building Products - Heavy Construction,11.77,0.41,17.97,8.99
State Street Corporation,STT,YES,37610.92,1613772.38,Finance,Banks - Major Regional,102.3,1.31,112.71,77.7
"STARWOOD PROPERTY TRUST, INC.",STWD,YES,5415.84,1654192.88,Finance,REIT and Equity Trust,20.72,0.31,22.96,19.72
Seagate Technology PLC,STX,YES,16582.65,3535032.75,Computer and Technology,Computer- Storage Devices,58.22,1.68,62.11,30.95
Constellation Brands Inc,STZ,YES,44444.5,1588201.75,Consumer Staples,Beverages - Alcohol,228.26,0.09,232.16,170.48
Suncor Energy  Inc.,SU,YES,62410.42,3208198.5,Oils-Energy,Oil and Gas - Integrated - Canadian,38.08,0.82,38.5,28.35
"Sun Communities, Inc.",SUI,YES,7311.79,346891.25,Finance,REIT and Equity Trust - Residential,91.54,0.11,95.6,82.72
"Summit Materials, Inc.",SUM,YES,3169.68,1093286.63,Construction,Building Products - Concrete and Aggregates,28.72,1.71,33.66,25.14
Sunoco LP,SUN,YES,2769.12,304139.81,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,28,0.63,32.54,25.49
Solar Senior Capital Ltd.,SUNS,YES,271.22,25886.65,Finance,Financial - SBIC & Commercial Industry,16.91,0.59,18.34,16.1
